id;code_ifns;name;address;phone;add_info;payment_receiver;oktmo_receiver;inn;kpp;bank_receiver;bik;correspondent_account;account_number;code_reg_authority_le;name_reg_authority_le;address_reg_authority_le;phone_reg_authority_le;add_info_reg_authority_le;code_reg_authority_sp;name_reg_authority_sp;address_reg_authority_sp;phone_reg_authority_sp;add_info_reg_authority_sp;created_at;actualized_at;deleted_at
83;1226;Межрайонная инспекция Федеральной налоговой службы № 3 по Республике Марий Эл;,425450,Марий Эл Респ,Сернурский р-н,,Сернур рп,Конакова ул,11,,;(83633) 9-94-52;Код ОКПО:24981586, Режим работы с 8.00 до 17.00, Обслуживание налогоплательщиков без перерыва: пн.- чт. с 08.00 до 18.00, пт. с 09.00 до 16.45, 2-я и 4-я суббота месяца с 10.00 до 15.00;УФК по Республике Марий Эл;88620000,88620151,88624000,88624151,88636000,88636151,88644000,88644151,88648000,88648151;1212003478;121201001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МАРИЙ ЭЛ;48860001;;4,01018E+19;12004;Инспекция Федеральной налоговой службы по г. Йошкар-Оле;424000, Республика Марий Эл, г.Йошкар-Ола, ул.Вознесенская, 71;(8362) 687400, (8362) 425500, (8362) 687307, (8362) 687350;Режим работы с 8.30 до 17.30;12004;Инспекция Федеральной налоговой службы по г. Йошкар-Оле;424000, Республика Марий Эл, г.Йошкар-Ола, ул.Вознесенская, 71;(8362) 687400, (8362) 425500, (8362) 687307, (8362) 687350;Режим работы с 8.30 до 17.30;2018-07-26 07:31:51.687124;2018-07-26 07:31:51.687124;
84;1308;Межрайонная инспекция Федеральной налоговой службы № 6 по Республике Мордовия;,431110,Мордовия Респ,,,Зубово-Поляна п,Новикова-Прибоя ул,8,,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:57561511. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89621000,89621151,89621163,89621168,89621180,89621427,89654151;1308081484;130801001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.710907;2018-07-26 07:31:51.710907;
85;1310;Межрайонная инспекция Федеральной налоговой службы № 4 по Республике Мордовия;,431640, Мордовия Респ,,, Кемля с, Больничный пер, д 13,,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:57561149. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89613000,89626000,89626420,89637415,89637435,89637447,89637455,89637465,89640000,89640415,89640470;1310086419;131001001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.722900;2018-07-26 07:31:51.722900;
86;1314;Межрайонная инспекция Федеральной налоговой службы № 7 по Республике Мордовия;,431260, Мордовия Респ,, Краснослободск г,, Ленина ул, д 2,,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:71748268.Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89605000,89618000,89634101,89634432,89649000,89649101,89649484,89651000;1314097122;131401001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.734403;2018-07-26 07:31:51.734403;
87;1322;Межрайонная инспекция Федеральной налоговой службы № 3 по Республике Мордовия;,431700, Мордовия Респ,,, Чамзинка рп, Победы ул, д 10,,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:71747955. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89603101,89603155,89603452,89607000,89607151,89610000,89657000,89657151,89657155,89657405,89657415;1322119980;132201001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.753092;2018-07-26 07:31:51.753092;
88;1323;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Мордовия;,431350, Мордовия Респ,, Ковылкино г,, Пархоменко ул, д 4, корп а,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:57556125. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89624101,89628000,89628151,89629101;1323121950;132301001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.770230;2018-07-26 07:31:51.770230;
89;1324;Межрайонная инспекция Федеральной налоговой службы № 2 по Республике Мордовия;,431450,Мордовия Респ,,Рузаевка г,,Гагарина ул,24,а,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:51153030. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89643101,9;1324125298;132401001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.807655;2018-07-26 07:31:51.807655;
90;1326;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:27800467. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89701000;1326134509;132601001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.822798;2018-07-26 07:31:51.822798;
91;1327;Межрайонная инспекция Федеральной налоговой службы № 1 по Республике Мордовия;,430017,,, Саранск г,, Веселовского ул, д 38а,,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:57561534. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89646446,9;1327155572;132701001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.837562;2018-07-26 07:31:51.837562;
92;1328;Инспекция Федеральной налоговой службы по Октябрьскому району г. Саранска;,430033,,, Саранск г,, Гожувская ул, д 36, корп а,;телефон Единого контакт-центра ФНС России 8-800-222-22-22;Код ОКПО:57561575. Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 2-я и 4-я субб. месяца - с 10.00 до 15.00.;УФК по Республике Мордовия;89701000;1328170005;132801001;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ;48952001;;4,01018E+19;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;13035;Инспекция Федеральной налоговой службы по Ленинскому району г. Саранска;,430005,,, Саранск г,, Советская ул, д 7,,;88342-328609;Режим работы: пн.,вт.,ср.,чт. с 8:30 до 17:30, пт. с 8.30 до 16.15, обед с 13:00 до 13:45, выходные: субб, воскр. Опер.зал работает по вт. и чт. с 08.30 до 20.00, 1-я и 3-я субб. месяца - с 10.00 до 15.00.;2018-07-26 07:31:51.853020;2018-07-26 07:31:51.853020;
93;1402;Инспекция Федеральной налоговой службы по Алданскому району Республики Саха (Якутия);,678900,Саха (Якутия) Респ,Алданский у,Алдан г,,Дзержинского ул,21,б,;(411-45) 3-15-55;Код ОКПО:34167792. Режим работы с 9.00 по 18.00. Перерыв с 13.00 до 14.00. Вторник, четверг -с 9.00 до 20.00. Каждую первую и третью субботу месяца - с 10.00 до 15.00 без перерыва на обед. Выходной: суббота, воскресенье;УФК по Республике Саха (Якутия);98603000,98603101,98603161,98603170;1402003388;140201001;Отделение НБ-Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:51.873920;2018-07-26 07:31:51.873920;
94;1426;Межрайонная инспекция Федеральной налоговой службы № 9 по Республике Саха (Якутия);,678720,Саха (Якутия) Респ,Томпонский у,,Хандыга п,Геологов ул,2,А,;(411-53) 4-14-84;Код ОКПО:34167088. Режим работы с 9.00 по 18.00. Перерыв с 13.00 до 14.00. Вторник, четверг -с 9.00 до 20.00. Каждую первую и третью субботу месяца - с 10.00 до 15.00 без перерыва на обед. Выходной: суббота, воскресенье.;УФК по Республике Саха (Якутия);98639000,98639151,98639153,98650000,98650151,98650152,98650440,98654000,98654151,98654156,98654158,98654164,98654166,98654405,98654415;1426000629;142601001;Отделение-НБ Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:51.897732;2018-07-26 07:31:51.897732;
95;1434;Инспекция Федеральной налоговой службы по Нерюнгринскому району Республики Саха (Якутия);,678965,Саха (Якутия) Респ,,Нерюнгри г,,Геологов пр-кт,77,2,;(411-47) 4-54-62;Код ОКПО:34167444. Режим работы с 9.00 по 18.00. Перерыв с 13.00 до 14.00. Вторник, четверг -с 9.00 до 20.00. Пятница - с 9.00 до 16.45. Выходной: суббота, воскресенье. Каждую первую и третью субботу месяца - с 10.00 до 15.00 без перерыва на обед;УФК по Республике Саха (Якутия);98660000,98660101,98660152,98660154,98660158,98660164,98660165;1434003990;143401001;Отделение-НБ Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:51.909787;2018-07-26 07:31:51.909787;
96;1436;Межрайонная инспекция Федеральной налоговой службы № 1 по Республике Саха (Якутия);,678170,Саха (Якутия) Респ,Мирнинский у,Мирный г,,Солдатова ул,19,,;(411-36) 3-05-40 контакт центр ФНС 8-800-222-22-22;Код ОКПО:34167384. Режим работы с 9.00 по 18.00. Пятница с 09.00 до 16.45. Вторник, четверг с 9.00 до 20.00. Перерыв с 12.30 до 14.00. Выходной: суббота, воскресенье. Каждую вторую и четвертую субботу месяца с 10.00 до 15.00 без перерыва на обед;УФК по Республике Саха (Якутия);98610000,98631000,98631101,98631109,98631152,98631155,98631157,98631162,98642000;1433016549;143301001;Отделение-НБ Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:51.922506;2018-07-26 07:31:51.922506;
97;1445;Межрайонная инспекция Федеральной налоговой службы № 3 по Республике Саха (Якутия);,678450,Саха (Якутия) Респ,Нюрбинский у,Нюрба г,,Энергетик кв-л,67,,;(411-34) 2-05-45;Код ОКПО:72346052. Режим работы с 9.00 по 18.00. Перерыв с 13.00 до 14.00. Выходной: суббота, воскресенье;УФК по Республике Саха (Якутия);98614000,98614402,98618000,98618101,98618153,98618416,98618433,98626000,98626101,98626445,98626450,98648000,98648404,98648455,98648480;1419002174;141901001;Отделение-НБ Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:52.075699;2018-07-26 07:31:52.075699;
98;1446;Межрайонная инспекция Федеральной налоговой службы № 4 по Республике Саха (Якутия);,678070,Саха (Якутия) Респ,Мегино-Кангаласский у,,Майя с,Майинская ул,2,,;(411-43) 4-19-93;Код ОКПО:72346069. Режим работы с 9.00 по 18.00. Перерыв с 13.00 до 14.00. Выходной: суббота, воскресенье. Оперзал работает без перерыва на обед;УФК по Республике Саха (Якутия);98604000,98604405,98608000,98629000,98629155,98629408,98629413,98629429,98629445,98629451,98629460,98629462,98629465,98652000,98652467,98652480,98652490,98658000,98658460;1415007936;141501001;Отделение-НБ Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:52.101361;2018-07-26 07:31:52.101361;
99;1447;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);,677000,Саха (Якутия) Респ,,Якутск г,,202 мкр,,23,;(411-2) 49-93-99;Код ОКПО:72346112. Режим работы с 9.00 по 18.00. Перерыв с 13.00 до 14.00. Вторник, четверг - с 9.00 до 20.00. Выходной: суббота, воскресенье. Каждую первую и третью субботу месяца - с 10.00 до 15.00 без перерыва на обед;УФК по Республике Саха (Якутия);98635000,98635470,98701000,98702000;1435029737;143501001;Отделение-НБ Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:52.114274;2018-07-26 07:31:52.114274;
100;1448;Межрайонная инспекция Федеральной налоговой службы № 8 по Республике Саха (Якутия);,677007,Саха (Якутия) Респ,,Якутск г,,Дзержинского ул,22,7,;(411-2) 47-66-49;Код ОКПО:72346098. Режим работы с 9.00 по 18.00. Перерыв с 13.00 до 14.00. Вторник, четверг - с 9.00 до 20.00. Выходной: суббота, воскресенье. Каждую первую и третью субботу месяца - с 10.00 до 15.00 без перерыва на обед;УФК по Республике Саха (Якутия);98601151;1435124927;143501001;Отделение НБ-Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:52.181674;2018-07-26 07:31:52.181674;
101;1450;Межрайонная инспекция Федеральной налоговой службы № 2 по Республике Саха (Якутия);,678144,Саха (Якутия) Респ,Ленский у,Ленск г,,Ленина ул,56,,;(411-37) 4-28-24;Код ОКПО: . Режим работы с 8.45 по 18.00. Перерыв с 12.45 до 14.00. Вторник, четверг -с 9.00 до 20.00. Каждую первую и третью субботу месяца - с 10.00 до 15.00 без перерыва на обед. Выходной: суббота, воскресенье;УФК по Республике Саха (Якутия);98627000,98627101,98627153,98627157,98627405,98627420,98627430,98627440,98641000,98641101,98641405,98641435,98641440,98641445,98641480,98641485,98641493;1414888880;141401001;Отделение-НБ Республика Саха (Якутия);49805001;;4,01018E+19;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;14105;Межрайонная инспекция Федеральной налоговой службы № 5 по Республике Саха (Якутия);643,677000,Саха (Якутия) Респ,,Якутск г,, 202-й мкр,,корп 23,;(411-2) 49-93-99;Режим работы 9.00 - 18.00, по пятницам 9.00 - 16.45. Без перерыва на обед. Выходной: суббота, воскресенье.;2018-07-26 07:31:52.309492;2018-07-26 07:31:52.309492;
